Date,Team,Acquired,Relinquished,Notes
2017-02-07, Chiefs,  Josh Mauga, , activated from IR
2017-02-07, Chiefs,  Trey Millard, , activated from IR
2017-02-07, Chiefs,  Vernon Harris, , activated from IR
2017-02-07, Colts,  Andrew Williamson, , activated from IR
2017-02-07, Colts,  Frankie Williams, , activated from IR
2017-02-07, Colts,  Hugh Thornton, , activated from IR
2017-02-07, Cowboys,  Charles Tapper, , activated from IR
2017-02-07, Cowboys,  Darryl Baldwin, , activated from IR
2017-02-07, Cowboys,  James Hanna, , activated from reserve/physically unable to perform list
2017-02-07, Cowboys,  James Morris (b), , activated from IR
2017-02-07, Cowboys,  Josh Thomas (b), , activated from reserve/non-football injury list
2017-02-07, Cowboys,  Kellen Moore, , activated from IR
2017-02-07, Dolphins,  Dion Jordan, , activated from reserve/non-football injury list
2017-02-07, Dolphins,  Ifo Ekpre-Olomu, , activated from IR
2017-02-07, Eagles,  Alex McCalister, , activated from IR
2017-02-07, Eagles,  Connor Wujciak, , activated from IR
2017-02-07, Eagles,  Joe Walker (c), , activated from IR
2017-02-07, Falcons,  Akeem King, , activated from IR
2017-02-07, Falcons,  Devin Fuller, , activated from IR
2017-02-07, Falcons,  Tyler Starr, , activated from IR
2017-02-07, Falcons,  Tyrell Johnson, , activated from IR
2017-02-07, Giants,  Matt LaCosse, , activated from IR
2017-02-07, Giants,  Mykkele Thompson, , activated from IR
2017-02-07, Giants,  Nikita Whitlock, , activated from IR
2017-02-07, Giants,  Will Johnson (Christopher), , activated from IR
2017-02-07, Jaguars,  James Sample, , activated from IR
2017-02-07, Jaguars,  Jonathan Woodard, , activated from reserve/physically unable to perform list
2017-02-07, Jaguars,  Michael Bennett (c), , activated from IR
2017-02-07, Jets,  Erin Henderson, , activated from reserve/non-football injury/illness list
2017-02-07, Jets,  Julien Obioha, , activated from IR
2017-02-07, Jets,  Lawrence Thomas, , activated from IR
2017-02-07, Jets,  Romar Morris, , activated from IR
2017-02-07, Lions,  Ameer Abdullah, , activated from IR
2017-02-07, Lions,  Jimmy Landes, , activated from IR
2017-02-07, Lions,  Jonathan Bostic / Jon Bostic (b), , activated from IR
2017-02-07, Lions,  Ryan Spadola, , activated from IR
2017-02-07, Packers,  John Crockett, , activated from IR
2017-02-07, Panthers,  Dean Marlowe, , activated from IR
2017-02-07, Panthers,  Devon Johnson, , activated from IR
2017-02-07, Panthers,  Jordan Rigsbee, , activated from IR
2017-02-07, Panthers,  LaRon Byrd, , activated from IR
2017-02-07, Patriots,  Sebastian Vollmer, , activated from reserve/physically unable to perform list
2017-02-07, Patriots,  Tre Jackson / Tre' Jackson, , activated from physically unable to perform list
2017-02-07, Raiders,  Gabe Holmes, , activated from IR
2017-02-07, Raiders,  Neiron Ball, , activated from IR
2017-02-07, Raiders,  SaQwan Edwards, , activated from IR
2017-02-07, Rams,  Darrell Williams (b), , activated from IR
2017-02-07, Rams,  Marquez North / MarQuez North, , activated from IR
2017-02-07, Rams,  Stedman Bailey, , activated from non-football injury list
2017-02-07, Rams,  Zach Laskey, , activated from IR
2017-02-07, Ravens,  Benjamin Watson / Ben Watson, , activated from IR
2017-02-07, Ravens,  Bronson Kaufusi, , activated from IR
2017-02-07, Ravens,  Carl Davis, , activated from IR
2017-02-07, Ravens,  Chris Matthews, , activated from IR
2017-02-07, Ravens,  De'Ondre Wesley, , activated from IR
2017-02-07, Ravens,  Kyle Arrington, , activated from IR
2017-02-07, Ravens,  Stephane Nembot, , activated from IR
2017-02-07, Redskins,  DeAngelo Hall, , activated from IR
2017-02-07, Redskins,  Junior Galette, , activated from reserve/non-football injury list
2017-02-07, Redskins,  Kedric Golston, , activated from IR
2017-02-07, Redskins,  Keith Marshall, , activated from IR
2017-02-07, Redskins,  Kevin Bowen, , activated from IR
2017-02-07, Redskins,  Reggie Diggs, , activated from IR
2017-02-07, Redskins,  Steven Daniels, , activated from IR
2017-02-07, Saints,  Avery Young, , activated from reserve/non-football injury list
2017-02-07, Saints,  D.J. Pettway, , activated from IR
2017-02-07, Saints,  Damian Swann, , activated from IR
2017-02-07, Saints,  Hau'oli Kikaha, , activated from physically unable to perform list
2017-02-07, Saints,  Jimmy Pruitt, , activated from IR
2017-02-07, Saints,  Michael Hoomanawanui, , activated from IR
2017-02-07, Saints,  Michael Mauti, , activated from reserve/non-football injury list
2017-02-07, Saints,  Mitchell Loewen, , activated from non-football injury list
2017-02-07, Saints,  Obum Gwacham, , activated from IR
2017-02-07, Saints,  P.J. Williams, , activated from IR
2017-02-07, Seahawks,  Brandon Cottom, , activated from IR
2017-02-07, Seahawks,  Joe Sommers, , activated from IR
2017-02-07, Seahawks,  Ronnie Shields, , activated from IR
2017-02-07, Seahawks,  Tre Madden, , activated from IR
2017-02-07, Steelers,  Canaan Severin, , activated from IR
2017-02-07, Steelers,  Cole Manhart, , activated from IR
2017-02-07, Steelers,  Jerald Hawkins, , activated from IR
2017-02-07, Steelers,  Valerian Ume-Ezeoke, , activated from IR
2017-02-07, Texans,  David Quessenberry, , activated from reserve/non-football injury list
2017-02-07, Texans,  Gerald Rivers, , activated from IR
2017-02-07, Texans,  J.J. Watt, , activated from IR
2017-02-07, Texans,  Ka'imi Fairbairn, , activated from IR
2017-02-07, Texans,  Kurtis Drummond, , activated from IR
2017-02-07, Texans,  Nick Martin (a), , activated from IR
2017-02-07, Titans,  Bennett Okotcha, , activated from IR
2017-02-07, Titans,  Chance Warmack, , activated from IR
2017-02-07, Titans,  Josue Matias, , activated from IR
2017-02-07, Vikings,  Antone Exum Jr., , activated from IR
2017-02-07, Vikings,  Jabari Price, , activated from IR
2017-02-07, Vikings,  Matt Kalil, , activated from IR
2017-02-07, Vikings,  Michael Harris (Cory) / Mike Harris (Cory), , activated from reserve/non-football injury list
2017-02-07, Vikings,  Scott Crichton, , activated from IR
2017-02-07, Vikings,  Teddy Bridgewater, , activated from IR
2017-02-07, Cowboys,  Chris Brown (d), , activated from IR
2017-05-03, Eagles, ,  Aziz Shittu, placed on IR with knee injury
2017-05-03, Eagles, ,  Dominique Williams (b) / Dom Williams, placed on IR with Achilles injury
2017-05-08, Steelers, ,  Dez Stewart, placed on IR with undisclosed injury
2017-05-09, Packers, ,  Antwan Goodley, placed on IR with undisclosed injury
2017-05-12, Seahawks, ,  Malcolm Johnson (b), placed on IR with undisclosed injury
2017-05-12, Texans, ,  Derek Newton, placed on physically unable to perform list with torn patellar tendons in knees
2017-05-16, Colts, ,  Frankie Williams, placed on physically unable to perform list with undisclosed injury
2017-05-16, Eagles, ,  Jerod Evans, placed on IR with foot injury
2017-05-19, Eagles, ,  Charles Walker, placed on IR with knee injury
2017-05-22, Colts,  Frankie Williams, , activated from IR
2017-05-22, Eagles,  Charles Walker, , activated from IR
2017-05-22, Eagles,  Jerod Evans, , activated from IR
2017-05-22, Jaguars,  Bryan Walters, , activated from IR
2017-05-22, Jaguars, ,  Bryan Walters, placed on IR with foot injury
2017-05-23, Jets, ,  Devin Smith (b), placed on IR with torn ACL in right knee
2017-05-26, Jets, ,  Brisly Estime, placed on IR with torn Achilles tendon
2017-05-30, Giants, ,  Ishaq Williams, placed on IR with undisclosed injury
2017-05-31, Lions, ,  Brandon Chubb, placed on IR with knee injury
2017-05-31, Jaguars,  Bryan Walters, , activated from IR
2017-06-01, Buccaneers, ,  Deondre Barnett, placed on IR with undisclosed injury
2017-06-01, Buccaneers, ,  Paul Magloire Jr., placed on IR with undisclosed injury
2017-06-01, Giants, ,  Jalen Williams, placed on IR with undisclosed injury
2017-06-02, Browns, ,  Darius Jackson, placed on IR with knee injury
2017-06-02, Chiefs, ,  Devin Chappell, placed on IR with undisclosed injury
2017-06-02, Packers, ,  Jacob Schum / Jake Schum, placed on IR with back injury
2017-06-02, Giants,  Jalen Williams, , activated from IR
2017-06-05, Jets, ,  Quinton Patton, placed on IR with foot injury
2017-06-06, Patriots, ,  Corey Vereen, placed on IR with undisclosed injury
2017-06-07, Ravens, ,  Carlos Davis, placed on IR with lower leg injury
2017-06-07, Titans, ,  John Green (b), placed on IR with undisclosed injury
2017-06-07, Buccaneers,  Deondre Barnett, , activated from IR
2017-06-08, Packers, ,  David Rivers III, placed on IR with undisclosed injury
2017-06-08, Jets,  Quinton Patton, , activated from IR
2017-06-13, Colts, ,  Trey Griffey, placed on IR with undisclosed injury
2017-06-15, Colts, ,  Christine Michael, placed on IR with undisclosed injury
2017-06-26, Saints, ,  Nick Fairley, placed on reserve/non-football injury list with heart ailment
2017-07-07, Colts,  Trey Griffey, , activated from IR
2017-07-21, Cardinals, ,  Deone Bucannon, placed on active/physically unable to perform list with ankle injury
2017-07-21, Cardinals, ,  Jarvis Jones, placed on active/non-football injury list
2017-07-21, Dolphins, ,  De'Veon Smith / DeVeon Smith, placed on physically unable to perform list
2017-07-21, Dolphins, ,  Eric Smith (d), placed on physically unable to perform list
2017-07-21, Patriots, ,  Chase Farris, placed on reserve/non-football injury list with Achilles injury
2017-07-21, Ravens, ,  Daniel Henry, placed on IR with undisclosed injury
2017-07-21, Ravens, ,  Michael Campanaro / Mike Campanaro, placed on physically unable to perform list
2017-07-21, Ravens, ,  Tavon Young, placed on physically unable to perform list
2017-07-22, Jaguars, ,  Aaron Colvin, placed on physically unable to perform list
2017-07-22, Jaguars, ,  Jalen Ramsey, placed on physically unable to perform list
2017-07-22, Ravens, ,  Aaron Bailey (b), placed on IR with undisclosed injury
2017-07-24, Saints, ,  Dannell Ellerbe, placed on physically unable to perform list
2017-07-24, Saints, ,  Max Unger, placed on physically unable to perform list
2017-07-24, Saints, ,  Senio Kelemete, placed on physically unable to perform list
2017-07-24, Saints, ,  Terron Armstead, placed on physically unable to perform list
2017-07-24, Vikings, ,  Latavius Murray, placed on physically unable to perform list
2017-07-24, Vikings, ,  Shaan Washington, placed on physically unable to perform list
2017-07-24, Vikings, ,  Sharrif Floyd, placed on active/non-football injury list
2017-07-24, Ravens,  Daniel Henry, , activated from IR
2017-07-25, Chiefs, ,  Dadi Lhomme Nicolas / Dadi Nicolas, placed on physically unable to perform list
2017-07-25, Colts, ,  Andrew Luck, placed on physically unable to perform list
2017-07-25, Colts, ,  Clayton Geathers, placed on physically unable to perform list
2017-07-25, Colts, ,  Malik Hooker, placed on physically unable to perform list
2017-07-25, Dolphins, ,  Koa Misi, placed on IR with neck injury
2017-07-25, Lions, ,  Armonty Bryant, placed on physically unable to perform list
2017-07-25, Lions, ,  Corey Robinson (b), placed on physically unable to perform list
2017-07-25, Lions, ,  Cyrus Kouandjio, placed on active/non-football injury list
2017-07-25, Lions, ,  Don Carey, placed on physically unable to perform list
2017-07-25, Lions, ,  Jalen Tabor / Teez Tabor, placed on active/non-football injury list
2017-07-25, Lions, ,  Jeremiah Valoaga, placed on physically unable to perform list
2017-07-25, Lions, ,  Rolan Milligan, placed on physically unable to perform list
2017-07-25, Lions, ,  Sam Martin, placed on active/non-football injury list
2017-07-25, Lions, ,  Taylor Decker, placed on physically unable to perform list
2017-07-25, Raiders, ,  Ben Heeney, placed on non-football injury list
2017-07-25, Raiders, ,  Cooper Helfet, placed on non-football injury list
2017-07-25, Saints, ,  Dannell Ellerbe, placed on IR with foot injury
2017-07-25, Texans, ,  Dayon Pratt, placed on active/non-football injury list
2017-07-25, Texans, ,  Joel Heath, placed on active/non-football injury list
2017-07-25, Texans, ,  T.J. Daniel, placed on physically unable to perform list
2017-07-26, Bengals, ,  Brandon Wilson, placed on non-football injury list
2017-07-26, Bengals, ,  Jarveon Williams, placed on physically unable to perform list
2017-07-26, Bills, ,  Colt Anderson, placed on physically unable to perform list
2017-07-26, Buccaneers, ,  Jacquies Smith, placed on physically unable to perform list
2017-07-26, Dolphins, ,  Avery Young, placed on non-football injury list
2017-07-26, Dolphins, ,  Rashawn Scott, placed on physically unable to perform list
2017-07-26, Dolphins, ,  Reshad Jones, placed on non-football injury list
2017-07-26, Dolphins,  De'Veon Smith / DeVeon Smith, , activated from physically unable to perform list
2017-07-26, Dolphins,  Eric Smith (d), , activated from physically unable to perform list
2017-07-26, Panthers, ,  Charles Johnson (David), placed on IR recovering from surgery on right knee
2017-07-26, Redskins, ,  DeAngelo Hall, placed on physically unable to perform list recovering from torn ACL in right knee
2017-07-26, Redskins, ,  Houston Bates, placed on physically unable to perform list
2017-07-26, Redskins, ,  Jordan Reed, placed on physically unable to perform list
2017-07-26, Redskins, ,  Kendal Thompson, placed on physically unable to perform list
2017-07-26, Vikings, ,  Teddy Bridgewater, placed on active/physically unable to perform list recovering from surgery on left knee
2017-07-27, Steelers, ,  Daimion Stafford, placed on reserve/did not report list
2017-07-28, Bengals, ,  Cedric Peerman, placed on active/non-football injury list
2017-07-28, Bengals, ,  Monty Madaris, placed on physically unable to perform list
2017-07-29, Buccaneers, ,  Evan Panfil, placed on IR with undisclosed injury
2017-07-29, Chargers, ,  Darrell Stuckey, placed on physically unable to perform list
2017-07-29, Chargers, ,  Jason Verrett, placed on physically unable to perform list
2017-07-29, Chargers, ,  Mike Williams (g), placed on physically unable to perform list
2017-07-29, Chiefs, ,  Alonzo Moore, placed on IR with undisclosed injury
2017-07-29, Colts, ,  Brian Schwenke, placed on physically unable to perform list
2017-07-29, Colts, ,  Kendall Langford, placed on physically unable to perform list
2017-07-29, Colts,  Malik Hooker, , activated from physically unable to perform list
2017-07-29, Cowboys, ,  Jahad Thomas, placed on IR with hamstring injury
2017-07-29, Cowboys,  Richard Ash (a), , activated from active/non-football injury list
2017-07-29, Raiders, ,  Bruce Irvin, placed on non-football injury list
2017-07-29, Raiders, ,  Gareon Conley, placed on physically unable to perform list
2017-07-29, Raiders, ,  Jihad Ward, placed on physically unable to perform list
2017-07-29, Raiders, ,  Jon Feliciano, placed on physically unable to perform list
2017-07-29, Raiders, ,  Mario Edwards Jr., placed on non-football injury list
2017-07-30, Bengals, ,  Monty Madaris, placed on physically unable to perform list with hamstring injury
2017-07-30, Redskins, ,  Lou Young, placed on IR with undisclosed injury
2017-07-30, Vikings, ,  Shaan Washington, placed on IR with leg injury
2017-07-31, Browns, ,  Chris Barker, placed on IR with torn left Achilles tendon
2017-07-31, Buccaneers, ,  Thomas Sperbeck, placed on IR with undisclosed injury
2017-07-31, Colts, ,  Colin Jeter, placed on IR with undisclosed injury
2017-07-31, Cowboys, ,  Zac Dysert, placed on IR with herniated disc in back
2017-07-31, Dolphins, ,  Lamin Barrow, placed on IR with undisclosed injury
2017-07-31, Jets, ,  Bryson Keeton, placed on IR with torn ACL in knee
2017-07-31, Lions,  Rolan Milligan, , activated from physically unable to perform list
2017-07-31, Ravens,  Michael Campanaro / Mike Campanaro, , activated from physically unable to perform list
2017-08-01, 49ers, ,  B.J. Johnson III, placed on IR with hamstring injury
2017-08-01, Cardinals, ,  Alani Fua, placed on IR with knee injury
2017-08-01, Cardinals, ,  Ronald Zamort, placed on IR with torn ACL in knee
2017-08-01, Jaguars, ,  Taurean Nixon, placed on IR with undisclosed injury
2017-08-01, Lions,  Don Carey, , activated from physically unable to perform list
2017-08-01, Redskins, ,  Keith Marshall, placed on IR with right knee injury
2017-08-02, Chiefs, ,  Antwan Goodley, placed on IR with undisclosed injury
2017-08-03, Buccaneers, ,  Jhajuan Seales, placed on IR with hamstring injury
2017-08-03, Eagles, ,  Randall Goforth, placed on IR with torn ACL in knee
2017-08-03, Jaguars, ,  Carson Tinker, placed on IR with torn ACL in knee
2017-08-03, Steelers, ,  Scott Orndoff, placed on IR with undisclosed injury
2017-08-03, Texans,  Dayon Pratt, , activated from physically unable to perform list
2017-08-04, Chiefs, ,  Jordan Sterns, placed on reserve/non-football injury list with illness
2017-08-04, Falcons, ,  Devin Fuller, placed on IR with torn ACL in knee
2017-08-04, Jaguars, ,  I'Tavius Mathers, placed on IR with neck injury
2017-08-04, Jets, ,  Corey White (b), placed on IR with back injury
2017-08-04, Packers, ,  Herb Waters, placed on IR with shoulder injury
2017-08-04, Panthers, ,  Travell Dixon, placed on IR with ankle injury
2017-08-04, Saints, ,  Martin Wallace, placed on IR with undisclosed injury
2017-08-05, Bears, ,  Joel Bouagnon, placed on IR with undisclosed injury
2017-08-05, Chargers, ,  Dillon DeBoer, placed on IR with undisclosed injury
2017-08-05, Jets, ,  Brandin Bryant, placed on IR with back injury
2017-08-05, Jets, ,  Brian Parker, placed on IR with undisclosed injury
2017-08-05, Rams, ,  Dominique Easley, placed on IR with torn ACL in knee
2017-08-05, Rams, ,  Zach Laskey, placed on IR with undisclosed injury
2017-08-05, Ravens, ,  Brandon Kublanow, placed on IR with undisclosed injury
2017-08-05, Ravens, ,  Crockett Gillmore, placed on IR with surgery on knee
2017-08-06, Browns, ,  Jamal Marcus, placed on IR with foot injury
2017-08-06, Browns, ,  James Wright (c), placed on IR with undisclosed injury
2017-08-06, Cardinals, ,  Gabe Martin, placed on IR with Achilles injury
2017-08-06, Chiefs, ,  Keith Baxter, placed on IR with wrist injury
2017-08-06, Colts, ,  Mo Alie-Cox, placed on IR with foot injury
2017-08-06, Jaguars,  Marquez Williams, , activated from physically unable to perform list
2017-08-07, 49ers, ,  Malcolm Smith, placed on IR with torn pectoral muscle
2017-08-07, Lions,  Armonty Bryant, , activated from physically unable to perform list
2017-08-07, Lions,  Brandon Thomas, , activated from physically unable to perform list
2017-08-07, Titans, ,  Victor Ochi, placed on IR with torn ACL in knee
2017-08-07, Vikings,  Latavius Murray, , activated from physically unable to perform list
2017-08-08, 49ers, ,  Jimmie Gilbert, placed on IR with torn ACL in knee
2017-08-08, Bears, ,  Eric Kush, placed on IR with torn hamstring
2017-08-08, Bills, ,  Keith Towbridge, placed on IR with foot injury
2017-08-08, Chargers, ,  Asante Cleveland, placed on IR with undisclosed injury
2017-08-08, Rams, ,  Bradley Marquez, placed on IR with knee injury
2017-08-08, Ravens, ,  Al-Hajj Shabazz, placed on IR with undisclosed injury
2017-08-08, Saints, ,  Sae Tautu, placed on IR with knee injury
2017-08-08, Texans, ,  Deante' Gray, placed on IR with torn ACL in knee
2017-08-08, Titans, ,  Reshard Cliett, placed on IR with finger injury
2017-08-09, 49ers, ,  Zach Franklin, placed on IR with ankle injury
2017-08-09, Colts, ,  Harvey Binford, placed on IR with undisclosed injury
2017-08-09, Lions, ,  Desmond Lawrence (b) / Des Lawrence, placed on IR with undisclosed injury
2017-08-09, Lions, ,  Ryan Spadola, placed on IR with undisclosed injury
2017-08-09, Panthers, ,  Dean Marlowe, placed on IR with hamstring injury
2017-08-09, Seahawks, ,  Robert Myers Jr., placed on IR with foot injury
2017-08-09, Steelers, ,  Mike Matthews, placed on IR with knee injury
2017-08-10, Bengals, ,  Jake Kumerow, placed on IR with ankle injury
2017-08-10, Colts, ,  Chris Briggs, placed on IR with undisclosed injury
2017-08-10, Colts, ,  Tevaun Smith, placed on IR with groin injury
2017-08-10, Giants, ,  Jessamen Dunker, placed on IR with foot injury
2017-08-10, Saints, ,  Jordan Williams-Lambert / Jordan Williams (c), placed on IR with undisclosed injury
2017-08-10, Jets,  Corey White (b), , activated from IR
2017-08-10, Panthers,  Travell Dixon, , activated from IR
2017-08-11, Giants, ,  Mykkele Thompson, placed on IR with quadriceps injury
2017-08-11, Seahawks, ,  Ronald Powell, placed on IR with undisclosed injury
2017-08-11, Browns,  Jamal Marcus, , activated from IR
2017-08-11, Colts,  Harvey Binford, , activated from IR
2017-08-11, Jets,  Brian Parker, , activated from IR
2017-08-11, Ravens,  Al-Hajj Shabazz, , activated from IR
2017-08-11, Seahawks,  Ronald Powell, , activated from IR
2017-08-12, Broncos, ,  Billy Winn, placed on IR with torn ACL in knee
2017-08-12, Dolphins, ,  Ryan Tannehill, placed on IR with torn ACL in left knee
2017-08-12, Jaguars, ,  Tyler Gaffney, placed on IR with undisclosed injury
2017-08-12, Redskins, ,  Trent Murphy," placed on IR with torn ACL, MCL in knee"
2017-08-13, Bears, ,  Rueben Randle, placed on IR with hamstring injury
2017-08-13, Redskins, ,  Kevin Bowen, placed on IR with ankle injury
2017-08-13, Saints, ,  Devaroe Lawrence, placed on non-football injury list with undisclosed injury / IR
2017-08-13, Vikings, ,  Bishop Sankey, placed on IR with torn ACL in knee
2017-08-14, Jaguars, ,  Justin Horton, placed on IR with undisclosed injury
2017-08-14, Packers, ,  Beau Sandland, placed on IR with knee injury
2017-08-14, Panthers, ,  Drew Iddings, placed on IR with shoulder injury
2017-08-14, Redskins, ,  Kendal Thompson, placed on IR with leg injury
2017-08-15, 49ers, ,  Chanceller James, placed on IR with undisclosed injury
2017-08-15, Giants, ,  Corbin Bryant, placed on IR with elbow injury
2017-08-15, Giants, ,  Josh Johnson (a), placed on IR with undisclosed injury
2017-08-15, Jaguars, ,  Ezra Robinson, placed on IR with undisclosed injury
2017-08-15, Lions, ,  Kerry Hyder, placed on IR with torn left Achilles tendon
2017-08-15, Lions, ,  Mike James (b), placed on IR with concussion
2017-08-15, Panthers,  Charles Johnson (David), , activated from IR
2017-08-15, Texans, ,  DeAndrew White, placed on IR with groin injury
2017-08-15, Panthers,  Dean Marlowe, , activated from IR
2017-08-16, Chargers, ,  Mike Moore (c), placed on IR with undisclosed injury
2017-08-16, Colts, ,  Dalton Crossan, placed on IR with undisclosed injury
2017-08-16, Cowboys, ,  Connor Hamlett, placed on IR with fractured fibula in leg
2017-08-16, Dolphins, ,  Francis Owusu, placed on IR with knee injury
2017-08-17, 49ers, ,  Donavin Newsom, placed on IR with concussion
2017-08-17, 49ers, ,  Jayson DiManche, placed on IR with hamstring injury
2017-08-17, Jets, ,  Doug Middleton, placed on IR with pectoral muscle injury
2017-08-17, Lions, ,  Brandon Copeland (b), placed on IR with pectoral muscle injury
2017-08-17, Seahawks, ,  Jordan Simone, placed on IR with torn ACL in left knee
2017-08-18, Dolphins,  Francis Owusu, , activated from IR
2017-08-18, Jaguars,  Justin Horton, , activated from IR
2017-08-18, Packers,  Beau Sandland, , activated from IR
2017-08-18, Titans,  Kourtnei Brown, , activated from IR
2017-08-18, Titans, ,  Kourtnei Brown, placed on IR with hamstring injury
2017-08-19, Colts, ,  Deiontrez Mount, placed on IR with hamstring injury
2017-08-19, Dolphins, ,  Isaiah Ford, placed on IR with knee injury
2017-08-19, Giants, ,  Keeon Johnson, placed on IR with fractured foot
2017-08-19, Giants, ,  Kevin Snead, placed on IR with hamstring injury
2017-08-19, Ravens, ,  Kenny Bell, placed on IR with hamstring injury
2017-08-20, Buccaneers, ,  Cole Gardner, placed on IR with undisclosed injury
2017-08-20, Buccaneers, ,  Maurice Fleming / Reese Fleming, placed on IR with undisclosed injury
2017-08-20, Redskins,  Jordan Reed, , activated from physically unable to perform list
2017-08-21, Bills, ,  Jason Croom, placed on IR with ankle injury
2017-08-21, Colts, ,  Darryl Morris (a), placed on IR with undisclosed injury
2017-08-21, Jaguars, ,  Charles Gaines (b), placed on IR with eye injury
2017-08-21, Titans,  Tajae' Sharpe / Tajae Sharpe, , activated from physically unable to perform list
2017-08-22, Cardinals,  Deone Bucannon, , activated from physically unable to perform list
2017-08-22, Lions, ,  Bruce Gaston, placed on IR with undisclosed injury
2017-08-22, Seahawks, ,  Justin Senior, placed on IR with knee injury
2017-08-22, Chiefs,  Alonzo Moore, , activated from IR
2017-08-22, Chiefs,  Antwan Goodley, , activated from IR
2017-08-22, Colts,  Dalton Crossan, , activated from IR
2017-08-23, Browns, ,  Matt McCants, placed on IR with ankle injury
2017-08-23, Browns, ,  Tank Carder, placed on IR with torn ACL in right knee
2017-08-23, Buccaneers, ,  Jude Adjei-Barimah, placed on IR with knee injury
2017-08-23, Chargers, ,  Chris Landrum, placed on IR with shoulder injury
2017-08-23, Colts, ,  Blake Muir, placed on IR with undisclosed injury
2017-08-23, Colts,  Brian Schwenke, , activated from physically unable to perform list
2017-08-23, Seahawks, ,  Marcus Lucas, placed on IR with ankle injury
2017-08-23, Texans,  Joel Heath, , activated from active/non-football injury list
2017-08-24, Colts, ,  Tevin Mitchel, placed on IR with abdominal injury
2017-08-24, Giants, ,  Andrew Turzilli, placed on IR with hamstring injury
2017-08-24, Giants, ,  Darius Powe, placed on IR with hamstring injury
2017-08-24, Saints, ,  Jack Allen, placed on IR with undisclosed injury
2017-08-24, Steelers, ,  Greg Ducre, placed on IR with ankle injury
2017-08-24, Texans, ,  Devin Street, placed on IR with undisclosed injury
2017-08-24, Giants,  Kevin Snead, , activated from IR
2017-08-24, Titans,  Kourtnei Brown, , activated from IR
2017-08-25, Steelers, ,  Antonio Crawford, placed on IR with undisclosed injury
2017-08-25, Bills,  Jason Croom, , activated from IR
2017-08-25, Buccaneers,  Maurice Fleming / Reese Fleming, , activated from IR
2017-08-25, Colts,  Deiontrez Mount, , activated from IR
2017-08-25, Jaguars,  Charles Gaines (b), , activated from IR
2017-08-25, Saints,  Dannell Ellerbe, , activated from IR
2017-08-26, Cowboys, ,  Corey Washington, placed on IR with undisclosed injury
2017-08-26, Cowboys, ,  John Lotulelei, placed on IR with forearm injury
2017-08-26, Texans, ,  Dayon Pratt, placed on IR with ankle injury
2017-08-26, Lions,  Bruce Gaston, , activated from IR
2017-08-27, Lions, ,  Jordan Hill, placed on IR with biceps injury
2017-08-28, Buccaneers, ,  Justin Trattou, placed on IR with undisclosed injury
2017-08-28, Giants, ,  Adam Gettis, placed on IR with leg/foot injury
2017-08-28, Giants, ,  Evan Schwan, placed on IR with foot injury
2017-08-28, Jets, ,  Anthony Johnson (b), placed on IR with undisclosed injury
2017-08-28, Patriots, ,  Caleb Kidder, placed on IR with undisclosed injury
2017-08-28, Patriots, ,  Matt Lengel, placed on IR with hip injury
2017-08-28, Saints, ,  Clay Harbor, placed on IR with undisclosed injury
2017-08-29, Bengals, ,  Cedric Peerman, placed on IR with shoulder injury
2017-08-29, Colts, ,  George Winn, placed on IR with undisclosed injury
2017-08-29, Cowboys, ,  Leon McFadden, placed on IR with hamstring injury
2017-08-29, Saints, ,  John Phillips (c), placed on IR with undisclosed injury
2017-08-29, Steelers, ,  Keion Adams, placed on IR with shoulder injury
2017-08-29, Colts,  Blake Muir, , activated from IR
2017-08-29, Giants,  Darius Powe, , activated from IR
2017-08-30, Bears, ,  Patrick Scales, placed on IR with torn ACL in knee
2017-08-30, Browns, ,  Ed Reynolds II, placed on IR with knee injury
2017-08-30, Browns,  James Wright (c), , activated from IR
2017-08-30, Buccaneers,  Paul Magloire Jr., , activated from IR
2017-08-30, Texans,  Devin Street, , activated from IR
2017-08-31, Chiefs, ,  J.R. Nelson, placed on IR with heel injury
2017-08-31, Titans, ,  Jeremy Boykins, placed on IR with groin injury
2017-09-01, Browns, ,  Howard Wilson, placed on physically unable to perform list with fractured kneecap
2017-09-01, Buccaneers, ,  DaVonte Lambert, placed on IR with wrist injury
2017-09-01, Buccaneers, ,  Stevie Tu'ikolovatu, placed on IR with right knee injury
2017-09-01, Eagles, ,  Sidney Jones, placed on reserve/non-football injury list with Achilles injury
2017-09-01, Falcons, ,  Quincy Mauger, placed on IR with knee injury
2017-09-01, Giants, ,  Duke Ihenacho, placed on IR with knee injury
2017-09-01, Jaguars, ,  Jeron Johnson, placed on IR with groin injury
2017-09-01, Jaguars, ,  Mychal Rivera, placed on IR with wrist injury
2017-09-01, Jets, ,  Chris Gragg, placed on IR with ankle injury
2017-09-01, Jets, ,  Corey Lemonier, placed on IR with foot injury
2017-09-01, Jets, ,  Jeremy Clark (b), placed on reserve/non-football injury list with knee injury
2017-09-01, Jets, ,  Quincy Enunwa, placed on IR with neck injury
2017-09-01, Lions,  Corey Robinson (b), , activated from physically unable to perform list
2017-09-01, Lions,  Ezekiel Ansah / Ziggy Ansah, , activated from physically unable to perform list
2017-09-01, Panthers, ,  Dan France, placed on IR with concussion
2017-09-01, Panthers, ,  David Yankey, placed on IR with back injury
2017-09-01, Panthers, ,  Fred Ross, placed on IR with ankle injury
