Date,Team,Acquired,Relinquished,Notes
2010-02-12, Giants,  Sean Ryan (b), , promoted to receivers coach
2010-02-12, Jets,  Mark Carrier, , hired as defensive line coach
2010-02-12, Redskins,  Justin Medlock, , signed free agent to a future contract
2010-02-12, Redskins,  Ray Wright, , hired as assistant strength & conditioning coach
2010-02-12, Saints,  Greg Fassitt, , signed from practice squad to a future contract
2010-02-12, Saints,  Jermey Parnell, , signed from practice squad to a future contract
2010-02-12, Saints,  Matt Simon (b), , signed from practice squad to a future contract
2010-02-12, Saints,  Tyler Lorenzen, , signed from practice squad to a future contract
2010-02-13, Seahawks,  Ricky Foley, , signed free agent
2010-02-13, Seahawks,  Tom Malone, , signed free agent
2010-02-14, Colts,  Brandon Renkart, , signed from practice squad to a future contract
2010-02-14, Colts,  Drew Willy, , signed from practice squad to a future contract
2010-02-14, Colts,  Jaimie Thomas, , signed from practice squad to a future contract
2010-02-14, Colts,  John Matthews, , signed from practice squad to a future contract
2010-02-14, Colts,  Taj Smith, , signed from practice squad to a future contract
2010-02-14, Colts,  Terrail Lambert, , signed free agent to a future contract
2010-02-15, , ,  Patrick Pass, retired
2010-02-15, Bears, ,  Bobby DePaul, fired as senior director of pro personnel
2010-02-15, Titans, Eugene Amano, , re-signed to a 5-year contract through 2014
2010-02-16, Bills, ,  Ashlee Palmer, waived
2010-02-16, Bills, ,  Derek Fine, waived
2010-02-16, Bills, ,  Jermaine McGhee, waived
2010-02-16, Bills, ,  Justin Jenkins, waived
2010-02-16, Bills, ,  Marcus Smith (a), waived
2010-02-16, Bills, ,  Marvin Philip, waived
2010-02-16, Bills, , John Wendling, waived
2010-02-16, Bills,  Stan Kwan, , hired as special teams assistant coach
2010-02-16, Dolphins,  SirVincent Rogers, , signed free agent
2010-02-16, Falcons,  Bill Musgrave, , promoted to assistant head coach
2010-02-16, Raiders,  Sebastian Janikowski, , re-signed to a 4-year contract extension through 2013
2010-02-16, Redskins,  Larry Hess, , promoted to trainer
2010-02-16, Redskins,  Paul Kelly, , hired as assistant to the head coach / football administration
2010-02-16, Saints, ,  D'Juan Woods, waived
2010-02-16, Steelers,  Renauld Williams, , signed free agent
2010-02-16, Steelers,  Scottie Montgomery, , hired as wide receivers coach
2010-02-17, Bills,  Bobby Johnson, , hired as assistant offensive line coach
2010-02-17, Browns, ,  Jamal Lewis (a), waived
2010-02-17, Panthers,  Ed Johnson (b), , signed free agent to a 1-year contract
2010-02-17, Rams,  Derek Fine, , claimed off waivers (from Bills)
2010-02-17, Rams,  Travis Brown (b), , signed free agent
2010-02-17, Ravens, ,  Quinn Sypniewski, waived
2010-02-17, Ravens, Donte' Stallworth / Donte Stallworth, , signed free agent to a 1-year contract
2010-02-17, Redskins,  Richmond Flowers, , hired as coaching assistant
2010-02-17, Titans, , Craig Hentrich, retired
2010-02-17, Titans,  Mike Otto (b), , re-signed
2010-02-17, Titans, Colin Allred, , re-signed
2010-02-18, Bills, ,  Brad Butler, retired
2010-02-18, Lions,  Ashlee Palmer, , claimed off waivers (from Bills)
2010-02-18, Saints,  Earl Heyman, , re-signed from practice squad
2010-02-18, Saints,  Glenn Sharpe, , re-signed from practice squad
2010-02-18, Saints,  Na'Shan Goddard, , re-signed from practice squad
2010-02-19, Bills,  Daryl Daye, , hired as assistant coach
2010-02-19, Jaguars,  Troy Williamson, , re-signed to a 1-year contract
2010-02-19, Saints,  Tim Duckworth, , signed from practice squad to a future contract
2010-02-22, Bears,  Eric Peterman, , re-signed from practice squad to a 1-year contract
2010-02-22, Bears,  Richard Angulo, , signed free agent to a 1-year contract
2010-02-22, Cardinals,  Donnie Henderson, , hired as defensive backs coach
2010-02-22, Chargers, ,  LaDainian Tomlinson, waived
2010-02-22, Giants,  Kevin Gilbride Jr. / Kevin Gilbride (M.), , hired as offensive quality control coach
2010-02-22, Jaguars,  Ernest Wilford, , re-signed to a 1-year contract
2010-02-22, Packers,  Derrick Martin (b), , re-signed to a 2-year contract
2010-02-22, Patriots,  Vince Wilfork, , team designated player as franchise player
2010-02-23, 49ers,  Aubrayo Franklin, , team designated player as franchise player
2010-02-23, Broncos, ,  Casey Wiegmann, waived
2010-02-23, Broncos, ,  LaMont Jordan, waived
2010-02-23, Cardinals,  Keilen Dykes, , signed free agent
2010-02-23, Eagles, ,  Brian Westbrook, waived
2010-02-23, Jets,  Nick Folk, , signed free agent to a 1-year contract
2010-02-23, Lions, ,  Jared DeVries, waived
2010-02-23, Saints, Zak Keasey, , signed free agent
2010-02-23, Titans,  Donnie Nickey, , re-signed to a 1-year contract
2010-02-23, Cowboys, ,  Michael Turkovich, lost free agent (to Jets)
2010-02-23, Jets,  Michael Turkovich, , signed free agent (from Cowboys)
2010-02-24, Bengals,  Jeff Friday, , hired as assistant strength and conditioning coach
2010-02-24, Bengals,  Kyle Caskey, , hired as offensive quality control coach
2010-02-24, Chiefs, ,  Mike Goff, waived
2010-02-24, Chiefs,  Kolby Smith, , re-signed
2010-02-24, Chiefs,  Matt Gutierrez, , re-signed
2010-02-24, Packers,  Ryan Pickett, , team designated player as franchise player
2010-02-24, Patriots,  David Patten, , signed free agent to a 1-year contract
2010-02-24, Raiders,  Richard Seymour, , team designated player as franchse player
2010-02-24, Seahawks,  Olindo Mare, , team designated player as franchise player
2010-02-25, Cardinals,  Ken Whisenhunt, , re-signed as head coach to a contract extension through 2013
2010-02-25, Cardinals,  Rod Graves, , re-signed as GM to a contract extension through 2013
2010-02-25, Steelers,  Casey Hampton, , re-signed to a 3-year contract extension (through 2012)
2010-02-25, Steelers,  Jeff Reed, , team designated player as franchise player
2010-02-26, Redskins,  Chad Englehart, , hired as assistant strength and conditioning coach
2010-02-26, Redskins,  Malcolm Blacken, , hired as assistant strength and conditioning coach
2010-02-28, Vikings,  Greg Lewis, , re-signed to a 1-year contract
2010-03-01, Bears, ,  Fontel Mines, waived
2010-03-01, Bears, ,  Orlando Pace, waived
2010-03-01, Bears, ,  Tyler Reed, released
2010-03-01, Chargers, ,  Simeon Castille, player became a free agent (date approximate)
2010-03-01, Falcons, ,  Danny Baugher, player became a free agent (date approximate)
2010-03-01, Jaguars,  Montavious Stanley, , re-signed
2010-03-01, Patriots,  Brian Flores, , hired as offensive assistant / special teams coach (date approximate)
2010-03-01, Raiders, ,  Jon Alston (a), player became an unrestricted free agent
2010-03-02, Saints, ,  Marlon Favorite, lost off practice squad (to Bills)
2010-03-02, Bills,  Marlon Favorite, , signed free agent (from Saints practice squad)
2010-03-03, Browns, ,  Hank Fraley, waived
2010-03-03, Chiefs, ,  Dantrell Savage, waived
2010-03-03, Chiefs, ,  Devard Darling, waived
2010-03-03, Chiefs,  Tyler Palko, , signed free agent
2010-03-03, Raiders,  Bruce Gradkowski, , team tendered contract
2010-03-03, Raiders,  Chris Morris (b), , team tendered contract
2010-03-03, Raiders,  Jon Condo, , team tendered contract
2010-03-03, Raiders,  Kirk Morrison, , team tendered contract
2010-03-03, Raiders,  Ricky Brown (b), , team tendered contract
2010-03-03, Raiders,  Stanford Routt, , team tendered contract
2010-03-03, Raiders,  Thomas Howard (b), , team tendered contract
2010-03-03, Redskins, ,  Chris Samuels (b), retired
2010-03-04, 49ers,  Matt Wilhelm, , re-signed to a 1-year contract
2010-03-04, Bengals, ,  Laveranues Coles, waived
2010-03-04, Broncos,  J.J. Arrington, , signed free agent to a 1-year contract
2010-03-04, Buccaneers, ,  Dirk Johnson, waived
2010-03-04, Buccaneers, ,  Josh Bidwell, waived
2010-03-04, Buccaneers, ,  Torrie Cox, waived
2010-03-04, Cardinals, ,  Antrel Rolle, waived
2010-03-04, Cardinals,  Ben Patrick, , team tendered contract
2010-03-04, Cardinals,  Gabe Watson, , team tendered contract
2010-03-04, Cardinals,  Lyle Sendlein, , team tendered contract
2010-03-04, Cardinals,  Steve Breaston, , team tendered contract
2010-03-04, Cardinals, Deuce Lutui, , team tendered contract
2010-03-04, Chargers, ,  Jamal Williams, waived
2010-03-04, Chargers, ,  Michael Bennett (a), waived
2010-03-04, Chargers,  Antonio Garay, , re-signed to a 2-year contract
2010-03-04, Chiefs,  Mike Vrabel, , re-signed to a contract extension
2010-03-04, Cowboys,  Cletis Gordon, , re-signed
2010-03-04, Falcons,  Brian Williams (d), , re-signed to a 1-year contract extension
2010-03-04, Jaguars,  Atiyyah Ellison, , re-signed
2010-03-04, Jaguars,  Kynan Forney, , re-signed
2010-03-04, Jets, ,  Lito Sheppard, waived
2010-03-04, Lions, ,  Phillip Buchanon, waived
2010-03-04, Panthers, ,  Damione Lewis, waived
2010-03-04, Panthers, ,  Ma'ake Kemoeatu, released
2010-03-04, Patriots, ,  Chris Baker (a), waived
2010-03-04, Redskins, ,  Antwaan Randle El, waived
2010-03-04, Redskins, ,  Cornelius Griffin, waived
2010-03-04, Redskins, ,  Eddie Williams, released
2010-03-04, Redskins, ,  Fred Smoot, waived
2010-03-04, Redskins, ,  J.D. Skolnitsky, waived
2010-03-04, Redskins, ,  Ladell Betts, released
2010-03-04, Redskins, ,  Marcus Mason, waived
2010-03-04, Redskins, ,  Randy Thomas, waived
2010-03-04, Redskins, ,  Rock Cartwright, waived
2010-03-04, Redskins, ,  Todd Collins, released
2010-03-04, Redskins,  Casey Rabach, , re-signed to a 3-year contract
2010-03-04, Saints, ,  Charles Grant (b), released
2010-03-04, Saints, ,  Mark Simoneau, released
2010-03-04, Saints, , Jamar Nesbit, released
2010-03-04, Texans,  Bernard Pollard, , team tendered contract
2010-03-04, Texans,  Chris White (L.), , team tendered contract
2010-03-04, Texans,  DeMeco Ryans, , team tendered contract
2010-03-04, Texans,  Owen Daniels, , team tendered contract
2010-03-04, Texans,  Rashad Butler, , team tendered contract
2010-03-04, Texans,  Ryan Moats, , team tendered contract
2010-03-04, Texans, Tim Bulman, , team tendered contract
2010-03-04, Titans,  Dave Ball, , team tendered contract
2010-03-04, Titans,  Ken Amato, , re-signed to a 2-year contract
2010-03-04, Titans,  Kevin Vickerson, , team tendered contract
2010-03-04, Titans,  LenDale White, , team tendered contract
2010-03-04, Titans,  Stephen Tulloch, , team tendered contract
2010-03-04, Titans,  Tony Brown, , team tendered contract
2010-03-04, Titans, Bo Scaife, , team tendered contract
2010-03-04, Titans, Pago Togafau, , re-signed to a 1-year contract
2010-03-04, Falcons, ,  Mike Schneck, released
2010-03-04, Falcons, ,  Mike Schneck, retired
2010-03-05, 49ers, ,  Arnaz Battle, player became an unrestricted free agent
2010-03-05, 49ers, ,  Barry Sims, player became an unrestricted free agent
2010-03-05, 49ers, ,  Dre' Bly / Dre Bly, player became an unrestricted free agent
2010-03-05, 49ers, ,  Marcus Hudson, player became an unrestricted free agent
2010-03-05, 49ers, ,  Mark Roman, player became a free agent
2010-03-05, 49ers, ,  Ricky Schmitt, player became a free agent
2010-03-05, 49ers, ,  Shane Andrus, player became an unrestricted free agent
2010-03-05, 49ers, ,  Thomas Clayton, player became an unrestricted free agent
2010-03-05, 49ers, ,  Tony Pashos, player became an unrestricted free agent
2010-03-05, 49ers, ,  Walt Harris (b), player became an unrestricted free agent
2010-03-05, Bears, ,  Adewale Ogunleye, player became an unrestricted free agent
2010-03-05, Bears, ,  Adrian Peterson (N.), player became an unrestricted free agent
2010-03-05, Bears, ,  Darrell McClover, player became a free agent
2010-03-05, Bears, ,  Pisa Tinoisamoa, player became a free agent
2010-03-05, Bengals, ,  Bobbie Williams, player became an unrestricted free agent
2010-03-05, Bengals, ,  Daniel Coats, player became an unrestricted free agent
2010-03-05, Bengals, ,  J.P. Foschi, player became an unrestricted free agent
2010-03-05, Bengals, ,  Jeremi Johnson, player became a free agent
2010-03-05, Bengals, ,  Larry Johnson (b), player became an unrestricted free agent
2010-03-05, Bengals, ,  Matt Sherry, player became a free agent
2010-03-05, Bengals, ,  Reggie Kelly, player became an unrestricted free agent
2010-03-05, Bengals, ,  Roy Williams (L.), player became a free agent
2010-03-05, Bengals, ,  Shaun Smith, player became an unrestricted free agent
2010-03-05, Bengals, ,  Shayne Graham, player became an unrestricted free agent
2010-03-05, Bengals, ,  Terry Johnson / Tank Johnson, player became an unrestricted free agent
2010-03-05, Bills, ,  Chris Draft, player became an unrestricted free agent
2010-03-05, Bills, ,  Gibran Hamdan, player became a free agent
2010-03-05, Bills, ,  Joe Klopfenstein, player became a free agent
2010-03-05, Bills, ,  Jonathan Scott, player became an unrestricted free agent
2010-03-05, Bills, ,  Josh Reed, player became an unrestricted free agent
2010-03-05, Bills, ,  Josh Stamer, player became a free agent
2010-03-05, Bills, ,  Justise Hairston, player became a free agent
2010-03-05, Bills, ,  Kendall Simmons, player became a free agent
2010-03-05, Bills, ,  Marcus Buggs, player became a free agent
2010-03-05, Bills, ,  Richie Incognito, player became an unrestricted free agent
2010-03-05, Bills, ,  Ryan Denney, player became an unrestricted free agent
2010-03-05, Bills, ,  Seth McKinney, player became a free agent
2010-03-05, Bills, ,  Terrell Owens, player became an unrestricted free agent
2010-03-05, Bills, ,  Todd Johnson, player became a free agent
2010-03-05, Bills,  Bryan Scott, , re-signed unrestricted free agent
2010-03-05, Broncos, ,  Ben Hamilton, player became an unrestricted free agent
2010-03-05, Broncos, ,  Brandon Gorin, player became a free agent
2010-03-05, Broncos, ,  Le Kevin Smith, player became an unrestricted free agent
2010-03-05, Broncos, ,  Mitch Berger, player became a free agent
2010-03-05, Broncos, ,  Nick Greisen, player became an unrestricted free agent
2010-03-05, Broncos, ,  Ty Law, player became a free agent
2010-03-05, Broncos, ,  Vernon Fox, player became a free agent
2010-03-05, Broncos, ,  Vonnie Holliday, player became an unrestricted free agent
2010-03-05, Broncos,  Brandon Lloyd, , re-signed unrestricted free agent
2010-03-05, Broncos,  J.J. Arrington, , re-signed to a 1-year contract
2010-03-05, Broncos,  Russ Hochstein, , re-signed unrestricted free agent to a 2-year contract
2010-03-05, Browns, ,  Billy Yates, player became an unrestricted free agent
2010-03-05, Browns, ,  Brodney Pool, player became an unrestricted free agent
2010-03-05, Browns, ,  Greg Estandia, player became an unrestricted free agent
2010-03-05, Browns, ,  Hank Poteat, player became a free agent
2010-03-05, Browns, ,  Michael Gaines, player became an unrestricted free agent
2010-03-05, Browns, ,  Mike Furrey, player became an unrestricted free agent
2010-03-05, Browns, ,  Rex Hadnot, player became an unrestricted free agent
2010-03-05, Browns, ,  Ryan Tucker, player became a free agent
2010-03-05, Browns,  2010 fifth round pick (#146-Cam Thomas (a)),  Corey Williams (b) 2010 seventh round pick (#214-Mickey Shuler), trade with Lions
2010-03-05, Browns,  Josh Cribbs, , re-signed to a 3-year contract through 2013
2010-03-05, Browns,  Raymond Ventrone / Bubba Ventrone, , re-signed unrestricted free agent to a 3-year contract
2010-03-05, Buccaneers, ,  Angelo Crowell, player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Antonio Bryant, player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Brian Clark, player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Byron Storer, player became a free agent
2010-03-05, Buccaneers, ,  Jermaine Phillips, player became a free agent
2010-03-05, Buccaneers, ,  Jimmy Wilkerson, player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Matt McCoy (b), player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Rod Wilson, player became an unrestricted free agent
2010-03-05, Buccaneers, ,  Will Allen (a), player became an unrestricted free agent
2010-03-05, Cardinals, ,  Anthony Becht, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Ben Claxton, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Brian St. Pierre, player became a free agent
2010-03-05, Cardinals, ,  Bryan Robinson (a), player became an unrestricted free agent
2010-03-05, Cardinals, ,  Chike Okeafor, player became a free agent
2010-03-05, Cardinals, ,  Dan Kreider, player became a free agent
2010-03-05, Cardinals, ,  Hamza Abdullah, player became a free agent
2010-03-05, Cardinals, ,  Jeremy Bridges, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Jerheme Urban, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Justin Green, player became a free agent
2010-03-05, Cardinals, ,  Karlos Dansby, player became a free agent
2010-03-05, Cardinals, ,  Matt Ware, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Mike Gandy, player became a free agent
2010-03-05, Cardinals, ,  Monty Beisel, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Neil Rackers, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Ralph Brown, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Sean Morey, player became an unrestricted free agent
2010-03-05, Cardinals, ,  Stephen Spach, player became a free agent
2010-03-05, Chargers, ,  Dennis Norman, player became a free agent
2010-03-05, Chargers, ,  Dontarrious Thomas, player became a free agent
2010-03-05, Chargers, ,  Eric Ghiaciuc, player became an unrestricted free agent
2010-03-05, Chargers, ,  Ian Scott, player became an unrestricted free agent
2010-03-05, Chargers, ,  Jon Runyan, player became a free agent
2010-03-05, Chargers, ,  Kassim Osgood, player became an unrestricted free agent
2010-03-05, Chargers, ,  Marques Harris, player became a free agent
2010-03-05, Chargers,"  2011 conditional pick (second round if certain conditions are met, else third round) (#61-Jonas Mouton)",  Antonio Cromartie, trade with Jets
2010-03-05, Chargers,  Alfonso Boone, , re-signed unrestricted free agent to a 2-year contract
2010-03-05, Chargers,  Kris Wilson, , re-signed unrestricted free agent to a 2-year contract
2010-03-05, Chiefs, ,  Andy Alleman, player became an unrestricted free agent
2010-03-05, Chiefs, ,  Bobby Wade, player became an unrestricted free agent
2010-03-05, Chiefs, ,  Chris Chambers, player became an unrestricted free agent
2010-03-05, Chiefs, ,  Mike Brown (c), player became a free agent
2010-03-05, Chiefs, ,  Sean Ryan (a), player became an unrestricted free agent
2010-03-05, Chiefs, ,  Terrance Copper, player became an unrestricted free agent
2010-03-05, Chiefs, ,  Wade Smith, player became an unrestricted free agent
2010-03-05, Chiefs,  Jackie Battle, , re-signed unrestricted free agent
2010-03-05, Colts, ,  Aaron Francisco, player became an unrestricted free agent
2010-03-05, Colts, ,  Daniel Federkeil, player became a free agent
2010-03-05, Colts, ,  Freddy Keiaho, player became a free agent
2010-03-05, Colts, ,  Hank Baskett, player became an unrestricted free agent
2010-03-05, Colts, ,  Marlin Jackson, player became an unrestricted free agent
2010-03-05, Colts, ,  Matt Stover, player became a free agent
2010-03-05, Colts, ,  Michael Toudouze, player became an unrestricted free agent
2010-03-05, Colts, ,  Raheem Brock, waived
2010-03-05, Colts, ,  T.J. Rushing, player became an unrestricted free agent
2010-03-05, Colts, ,  Tim Jennings, player became an unrestricted free agent
2010-03-05, Colts, ,  Tyjuan Hagler, player became an unrestricted free agent
2010-03-05, Colts, , Jim Sorgi, waived
2010-03-05, Colts,  Gary Brackett (b), , re-signed unrestricted free agent to a 5-year contract
2010-03-05, Cowboys, ,  Montrae Holland, player became an unrestricted free agent
2010-03-05, Cowboys, ,  Shaun Suisham, player became a free agent
2010-03-05, Dolphins, ,  Gibril Wilson, waived
2010-03-05, Dolphins, ,  Jason Ferguson, player became an unrestricted free agent
2010-03-05, Dolphins, ,  Jason Taylor, player became an unrestricted free agent
2010-03-05, Dolphins, , Akin Ayodele, waived
2010-03-05, Dolphins,  Chad Pennington, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Dolphins,  Karlos Dansby, , signed unrestricted free agent to a 5-year contract
2010-03-05, Eagles, ,  (E.) Alex Smith, player became an unrestricted free agent
2010-03-05, Eagles, ,  Jason Babin, player became a free agent
2010-03-05, Eagles, ,  Jeremiah Trotter, player became a free agent
2010-03-05, Eagles, ,  Sean Jones (b), player became an unrestricted free agent
2010-03-05, Eagles, ,  Tracy White, player became an unrestricted free agent
2010-03-05, Eagles, ,  Will Witherspoon, waived
2010-03-05, Eagles,  Leonard Weaver, , re-signed restricted free agent to a 3-year contract
2010-03-05, Falcons, ,  Aaron Stecker, player became a free agent
2010-03-05, Falcons, ,  Antoine Harris, player became an unrestricted free agent
2010-03-05, Falcons, ,  Charlie Peprah, player became an unrestricted free agent
2010-03-05, Falcons, ,  Jamaal Fudge, player became a free agent
2010-03-05, Falcons, ,  Joe Zelenka, player became an unrestricted free agent
2010-03-05, Falcons, ,  Marty Booker, player became a free agent
2010-03-05, Falcons, ,  Tony Gilbert, player became an unrestricted free agent
2010-03-05, Falcons, ,  Verron Haynes, player became a free agent
2010-03-05, Giants, ,  Danny Clark, player became an unrestricted free agent
2010-03-05, Giants, ,  Darcy Johnson, player became an unrestricted free agent
2010-03-05, Giants, ,  David Carr (a), player became an unrestricted free agent
2010-03-05, Giants, ,  Fred Robbins, player became an unrestricted free agent
2010-03-05, Giants, ,  Jeff Feagles, player became an unrestricted free agent
2010-03-05, Giants, ,  Kevin Dockery, player became an unrestricted free agent
2010-03-05, Giants,  Antrel Rolle, , signed unrestricted free agent to a 5-year contract
2010-03-05, Jaguars, ,  Greg Peterson, player became a free agent
2010-03-05, Jaguars, ,  Kennard Cox, player became a free agent
2010-03-05, Jaguars, ,  Reggie Hayward, player became an unrestricted free agent
2010-03-05, Jets, ,  Ben Hartsock, player became an unrestricted free agent
2010-03-05, Jets, ,  Donald Strickland, waived
2010-03-05, Jets, ,  Howard Green, player became an unrestricted free agent
2010-03-05, Jets, ,  James Dearth, player became an unrestricted free agent
2010-03-05, Jets, ,  Jay Feely, player became an unrestricted free agent
2010-03-05, Jets, ,  Larry Izzo, player became a free agent
2010-03-05, Jets, ,  Marques Douglas, player became an unrestricted free agent
2010-03-05, Jets, ,  Marques Murrell, player became an unrestricted free agent
2010-03-05, Jets, ,  Ryan Fowler, player became a free agent
2010-03-05, Jets, ,  Thomas Jones (b), waived
2010-03-05, Jets, ,  Tony Richardson, player became an unrestricted free agent
2010-03-05, Jets, ,  Wallace Wright, player became an unrestricted free agent
2010-03-05, Jets,  Antonio Cromartie,"  2011 conditional pick (second round if certain conditions are met, else third round) (#61-Jonas Mouton)", trade with Chargers
2010-03-05, Lions, ,  Anthony Henry, player became a free agent
2010-03-05, Lions, ,  Casey Fitzsimmons, player became a free agent
2010-03-05, Lions, ,  Cody Spencer, player became a free agent
2010-03-05, Lions, ,  Copeland Bryan, player became an unrestricted free agent
2010-03-05, Lions, ,  Damion Cook, player became a free agent
2010-03-05, Lions, ,  Daunte Culpepper, player became a free agent
2010-03-05, Lions, ,  Grady Jackson, waived
2010-03-05, Lions, ,  Larry Foote, player became an unrestricted free agent
2010-03-05, Lions, ,  Marquand Manuel, player became an unrestricted free agent
2010-03-05, Lions, ,  Patrick Ramsey, player became an unrestricted free agent
2010-03-05, Lions, ,  William James, player became an unresttricted free agent
2010-03-05, Lions,  Corey Williams (b) 2010 seventh round pick (#214-Mickey Shuler),  2010 fifth round pick (#146-Cam Thomas (a)), trade with Browns
2010-03-05, Lions,  Jon Jansen, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Lions,  Vinny Ciurciu, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Lions,  Will Heller, , re-signed unrestricted free agent to a 3-year contract
2010-03-05, Packers, ,  Aaron Kampman, player became an unrestricted free agent
2010-03-05, Packers, ,  Ahman Green, player became a free agent
2010-03-05, Packers, ,  DeShawn Wynn, player became an unrestricted free agent
2010-03-05, Packers, ,  Jeremy Kapinos, player became an unrestricted free agent
2010-03-05, Packers, ,  Mark Tauscher, player became an unrestricted free agent
2010-03-05, Packers, ,  Michael Montgomery / Mike Montgomery (c), waived
2010-03-05, Packers, , Matt Giordano, waived
2010-03-05, Packers,  Chad Clifton, , re-signed unrestricted free agent to a 3-year contract
2010-03-05, Panthers, ,  A.J. Feeley, player became an unrestricted free agent
2010-03-05, Panthers, ,  Dante Wesley, player became an unrestricted free agent
2010-03-05, Panthers, ,  Hollis Thomas, player became a free agent
2010-03-05, Panthers, ,  Jake Delhomme, waived
2010-03-05, Panthers, ,  Josh McCown, player became an unrestricted free agent
2010-03-05, Panthers, ,  Keydrick Vincent, player became an unrestricted free agent
2010-03-05, Panthers, ,  Landon Johnson, waived
2010-03-05, Panthers, ,  Muhsin Muhammad, player became an unrestricted free agent
2010-03-05, Panthers, ,  Na'il Diggs, waived
2010-03-05, Panthers, ,  Quinton Teal, player became an unrestricted free agent
2010-03-05, Panthers, ,  Rhys Lloyd, player became an unrestricted free agent
2010-03-05, Panthers, ,  Rob Petitti, player became an unrestricted free agent
2010-03-05, Panthers, ,  Tyler Brayton, player became an unrestricted free agent
2010-03-05, Patriots, ,  Benjamin Watson / Ben Watson, player became an unrestricted free agent
2010-03-05, Patriots, ,  Chris Hanson, player became a free agent
2010-03-05, Patriots, ,  Chris Taylor (RB), player became an unrestricted free agent
2010-03-05, Patriots, ,  Derrick Burgess, player became an unrestricted free agent
2010-03-05, Patriots, ,  Jarvis Green, player became an unrestricted free agent
2010-03-05, Patriots, ,  Kevin Faulk, player became an unrestricted free agent
2010-03-05, Patriots, ,  Leigh Bodden, player became an unrestricted free agent
2010-03-05, Patriots,  Stephen Neal, , re-signed unrestricted free agent to a 2-year contract
2010-03-05, Patriots,  Tully Banta-Cain, , re-signed unrestricted free agent to a 3-year contract
2010-03-05, Patriots,  Vince Wilfork, , re-signed franchise player to a 5-year contract
2010-03-05, Raiders, ,  Cornell Green (b), player became an unrestricted free agent
2010-03-05, Raiders, ,  Gary Russell, player became a free agent
2010-03-05, Raiders, ,  J.P. Losman, player became an unrestricted free agent
2010-03-05, Raiders, ,  Langston Walker, player became an unrestricted free agent
2010-03-05, Raiders, ,  Sam Williams (c), player became an unrestricted free agent
2010-03-05, Raiders, ,  William Joseph, player became an unrestricted free agent
2010-03-05, Raiders,  Khalif Barnes, , re-signed unrestricted free agent to a 1-year contract
2010-03-05, Rams, ,  Chris Massey (a), player became an unrestricted free agent
2010-03-05, Rams, ,  Clinton Hart, player became a free agent
2010-03-05, Rams, ,  Daniel Fells, player became an unrestricted free agent
2010-03-05, Rams, ,  Derek Fine, player became an unrestricted free agent
2010-03-05, Rams, ,  Eric Bassey, player became a free agent
2010-03-05, Rams, ,  Gary Gibson, player became an unrestricted free agent
2010-03-05, Rams, ,  James Hall (b), player became an unrestricted free agent
2010-03-05, Rams, ,  Jonathan Wade, player became an unrestricted free agent
2010-03-05, Rams, ,  Kyle Boller, player became an unrestricted free agent
2010-03-05, Rams, ,  Leonard Little, player became a free agent
2010-03-05, Rams, ,  Mark Setterstrom, player became an unrestricrted free agent
2010-03-05, Rams, ,  Paris Lenon, player became an unrestricted free agent
2010-03-05, Rams, ,  Randy McMichael, player became an unrestricted free agent
2010-03-05, Rams, ,  Ruvell Martin, player became an unrestricted free agent
2010-03-05, Rams, ,  Ryan Neill, player became an unrestricted free agent
2010-03-05, Rams, ,  Samkon Gado / Sam Gado, player became an unrestricted free agent
2010-03-05, Rams,  A.J. Feeley, , signed unrestricted free agent to a 2-year contract
2010-03-05, Rams,  Craig Dahl, , re-signed restricted free agent to a 3-year contract
2010-03-05, Ravens, ,  Adam Terry, player became an unrestricted free agent
2010-03-05, Ravens, ,  Corey Ivy, player became a free agent
2010-03-05, Ravens, ,  David Tyree, player became an unrestricted free agent
2010-03-05, Ravens, ,  Derrick Mason, player became an unrestricted free agent
2010-03-05, Ravens, ,  Dwan Edwards, player became an unrestricted free agent
2010-03-05, Ravens, ,  Edgar Jones, player became an unrestricted free agent
2010-03-05, Ravens, ,  Frank Walker, player became an unrestricted free agent
2010-03-05, Ravens, ,  Greg Ryan, player became a free agent
2010-03-05, Ravens, ,  Kelley Washington, player became an unrestricted free agent
2010-03-05, Ravens, ,  L.J. Smith, player became a free agent
2010-03-05, Ravens, ,  Louis Saucedo / Lou Saucedo (NFL), player became a free agent
2010-03-05, Ravens,  Lamar Divens, , re-signed to a 1-year contract
2010-03-05, Redskins, ,  Ethan Albright, player became an unrestricted free agent
2010-03-05, Redskins, ,  Hunter Smith, player became an unrestricted free agent
